penalty_value,seed,n_qubits,global_min_value,constraint_violations,n_chosen,security_compliance
2.0,1,9,0.8938989523425391,0,3,1.0
2.0,2,9,1.3406150827440229,0,3,1.0
2.0,3,9,1.1166141609430156,0,3,1.0
2.0,4,9,0.6926594178904395,0,3,1.0
2.0,5,9,1.3583559223068278,0,3,1.0
2.0,6,9,0.9341398244563095,0,3,0.6666666666666666
2.0,7,9,1.579271185661696,0,3,1.0
2.0,8,9,1.4490752783051164,0,3,1.0
2.0,9,9,1.3387256433311165,0,3,1.0
2.0,10,9,1.251534692385377,0,3,1.0
2.0,11,9,1.589789985750258,0,3,1.0
2.0,12,9,0.953905013668134,0,3,1.0
2.0,13,9,0.8532800877194688,0,3,1.0
2.0,14,9,1.4058164050202322,0,3,1.0
2.0,15,9,1.1284106791134718,0,3,1.0
2.0,16,9,1.2950047347074474,0,3,1.0
2.0,17,9,1.1998834275675563,0,3,1.0
2.0,18,9,0.9156028719664846,0,3,1.0
2.0,19,9,1.4684067161084613,0,3,1.0
2.0,20,9,1.5447709009402786,0,3,1.0
2.0,21,9,0.6001324026090344,0,3,1.0
2.0,22,9,2.16336131509118,0,3,1.0
2.0,23,9,1.6787470889933047,0,3,1.0
2.0,24,9,0.9673426089669306,0,3,1.0
2.0,25,9,1.086928693197308,0,3,1.0
2.0,26,9,1.388328588335355,0,3,1.0
2.0,27,9,1.871432268053752,0,3,1.0
2.0,28,9,0.6758389162648655,0,3,1.0
2.0,29,9,1.310329751704188,0,3,0.6666666666666666
5.0,0,9,1.2302199266973162,0,3,1.0
5.0,1,9,0.8938989523425391,0,3,1.0
5.0,2,9,1.3406150827440229,0,3,1.0
5.0,3,9,1.1166141609430156,0,3,1.0
5.0,4,9,0.6926594178904395,0,3,1.0
5.0,5,9,1.3583559223068278,0,3,1.0
5.0,6,9,0.9845623849570302,0,3,1.0
5.0,7,9,1.579271185661696,0,3,1.0
5.0,8,9,1.4490752783051164,0,3,1.0
5.0,9,9,1.3387256433311165,0,3,1.0
5.0,10,9,1.251534692385377,0,3,1.0
5.0,11,9,1.589789985750258,0,3,1.0
5.0,12,9,0.953905013668134,0,3,1.0
5.0,13,9,0.8532800877194688,0,3,1.0
5.0,14,9,1.4058164050202322,0,3,1.0
5.0,15,9,1.1284106791134718,0,3,1.0
5.0,16,9,1.2950047347074474,0,3,1.0
5.0,17,9,1.1998834275675563,0,3,1.0
5.0,18,9,0.9156028719664846,0,3,1.0
5.0,19,9,1.4684067161084613,0,3,1.0
5.0,20,9,1.5447709009402786,0,3,1.0
5.0,21,9,0.6001324026090344,0,3,1.0
5.0,22,9,2.16336131509118,0,3,1.0
5.0,23,9,1.6787470889933047,0,3,1.0
5.0,24,9,0.9673426089669306,0,3,1.0
5.0,25,9,1.086928693197308,0,3,1.0
5.0,26,9,1.388328588335355,0,3,1.0
5.0,27,9,1.871432268053752,0,3,1.0
5.0,28,9,0.6758389162648655,0,3,1.0
5.0,29,9,1.3772631504004096,0,3,1.0
10.0,0,9,1.2302199266973162,0,3,1.0
10.0,1,9,0.8938989523425391,0,3,1.0
10.0,2,9,1.3406150827440229,0,3,1.0
10.0,3,9,1.1166141609430156,0,3,1.0
10.0,4,9,0.6926594178904395,0,3,1.0
10.0,5,9,1.3583559223068278,0,3,1.0
10.0,6,9,0.9845623849570302,0,3,1.0
10.0,7,9,1.579271185661696,0,3,1.0
10.0,8,9,1.4490752783051164,0,3,1.0
10.0,9,9,1.3387256433311165,0,3,1.0
10.0,10,9,1.251534692385377,0,3,1.0
10.0,11,9,1.589789985750258,0,3,1.0
10.0,12,9,0.953905013668134,0,3,1.0
10.0,13,9,0.8532800877194688,0,3,1.0
10.0,14,9,1.4058164050202322,0,3,1.0
10.0,15,9,1.1284106791134718,0,3,1.0
10.0,16,9,1.2950047347074474,0,3,1.0
10.0,17,9,1.1998834275675563,0,3,1.0
10.0,18,9,0.9156028719664846,0,3,1.0
10.0,19,9,1.4684067161084613,0,3,1.0
10.0,20,9,1.5447709009402786,0,3,1.0
10.0,21,9,0.6001324026090344,0,3,1.0
10.0,22,9,2.16336131509118,0,3,1.0
10.0,23,9,1.6787470889933047,0,3,1.0
10.0,24,9,0.9673426089669306,0,3,1.0
10.0,25,9,1.086928693197308,0,3,1.0
10.0,26,9,1.388328588335355,0,3,1.0
10.0,27,9,1.871432268053752,0,3,1.0
10.0,28,9,0.6758389162648655,0,3,1.0
10.0,29,9,1.3772631504004096,0,3,1.0
25.0,0,9,1.2302199266973162,0,3,1.0
25.0,1,9,0.8938989523425391,0,3,1.0
25.0,2,9,1.3406150827440229,0,3,1.0
25.0,3,9,1.1166141609430156,0,3,1.0
25.0,4,9,0.6926594178904395,0,3,1.0
25.0,5,9,1.3583559223068278,0,3,1.0
25.0,6,9,0.9845623849570302,0,3,1.0
25.0,7,9,1.579271185661696,0,3,1.0
25.0,8,9,1.4490752783051164,0,3,1.0
25.0,9,9,1.3387256433311165,0,3,1.0
25.0,10,9,1.251534692385377,0,3,1.0
25.0,11,9,1.589789985750258,0,3,1.0
25.0,12,9,0.953905013668134,0,3,1.0
25.0,13,9,0.8532800877194688,0,3,1.0
25.0,14,9,1.4058164050202322,0,3,1.0
25.0,15,9,1.1284106791134718,0,3,1.0
25.0,16,9,1.2950047347074474,0,3,1.0
25.0,17,9,1.1998834275675563,0,3,1.0
25.0,18,9,0.9156028719664846,0,3,1.0
25.0,19,9,1.4684067161084613,0,3,1.0
25.0,20,9,1.5447709009402786,0,3,1.0
25.0,21,9,0.6001324026090344,0,3,1.0
25.0,22,9,2.16336131509118,0,3,1.0
25.0,23,9,1.6787470889933047,0,3,1.0
25.0,24,9,0.9673426089669306,0,3,1.0
25.0,25,9,1.086928693197308,0,3,1.0
25.0,26,9,1.388328588335355,0,3,1.0
25.0,27,9,1.871432268053752,0,3,1.0
25.0,28,9,0.6758389162648655,0,3,1.0
25.0,29,9,1.3772631504004096,0,3,1.0
50.0,0,9,1.2302199266973162,0,3,1.0
50.0,1,9,0.8938989523425391,0,3,1.0
50.0,2,9,1.3406150827440229,0,3,1.0
50.0,3,9,1.1166141609430156,0,3,1.0
50.0,4,9,0.6926594178904395,0,3,1.0
50.0,5,9,1.3583559223068278,0,3,1.0
50.0,6,9,0.9845623849570302,0,3,1.0
50.0,7,9,1.579271185661696,0,3,1.0
50.0,8,9,1.4490752783051164,0,3,1.0
50.0,9,9,1.3387256433311165,0,3,1.0
50.0,10,9,1.251534692385377,0,3,1.0
50.0,11,9,1.589789985750258,0,3,1.0
50.0,12,9,0.953905013668134,0,3,1.0
50.0,13,9,0.8532800877194688,0,3,1.0
50.0,14,9,1.4058164050202322,0,3,1.0
50.0,15,9,1.1284106791134718,0,3,1.0
50.0,16,9,1.2950047347074474,0,3,1.0
50.0,17,9,1.1998834275675563,0,3,1.0
50.0,18,9,0.9156028719664846,0,3,1.0
50.0,19,9,1.4684067161084613,0,3,1.0
50.0,20,9,1.5447709009402786,0,3,1.0
50.0,21,9,0.6001324026090344,0,3,1.0
50.0,22,9,2.16336131509118,0,3,1.0
50.0,23,9,1.6787470889933047,0,3,1.0
50.0,24,9,0.9673426089669306,0,3,1.0
50.0,25,9,1.086928693197308,0,3,1.0
50.0,26,9,1.388328588335355,0,3,1.0
50.0,27,9,1.871432268053752,0,3,1.0
50.0,28,9,0.6758389162648655,0,3,1.0
50.0,29,9,1.3772631504004096,0,3,1.0
100.0,0,9,1.2302199266973162,0,3,1.0
100.0,1,9,0.8938989523425391,0,3,1.0
100.0,2,9,1.3406150827440229,0,3,1.0
100.0,3,9,1.1166141609430156,0,3,1.0
100.0,4,9,0.6926594178904395,0,3,1.0
100.0,5,9,1.3583559223068278,0,3,1.0
100.0,6,9,0.9845623849570302,0,3,1.0
100.0,7,9,1.579271185661696,0,3,1.0
100.0,8,9,1.4490752783051164,0,3,1.0
100.0,9,9,1.3387256433311165,0,3,1.0
100.0,10,9,1.251534692385377,0,3,1.0
100.0,11,9,1.589789985750258,0,3,1.0
100.0,12,9,0.953905013668134,0,3,1.0
100.0,13,9,0.8532800877194688,0,3,1.0
100.0,14,9,1.4058164050202322,0,3,1.0
100.0,15,9,1.1284106791134718,0,3,1.0
100.0,16,9,1.2950047347074474,0,3,1.0
100.0,17,9,1.1998834275675563,0,3,1.0
100.0,18,9,0.9156028719664846,0,3,1.0
100.0,19,9,1.4684067161084613,0,3,1.0
100.0,20,9,1.5447709009402786,0,3,1.0
100.0,21,9,0.6001324026090344,0,3,1.0
100.0,22,9,2.16336131509118,0,3,1.0
100.0,23,9,1.6787470889933047,0,3,1.0
100.0,24,9,0.9673426089669306,0,3,1.0
100.0,25,9,1.086928693197308,0,3,1.0
100.0,26,9,1.388328588335355,0,3,1.0
100.0,27,9,1.871432268053752,0,3,1.0
100.0,28,9,0.6758389162648655,0,3,1.0
100.0,29,9,1.3772631504004096,0,3,1.0
